id,predicition
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.006590165731672747
27,0.006665742036051676
28,0.2167895045537845
29,0.2831605941715896
30,0.5895878400207204
31,0.8148669705497509
32,1.0445376074147386
33,1.812556865457391
34,2.602267445062715
35,2.8265574653694863
36,2.8637849781334745
37,3.9549326447780286
38,4.821655074434599
39,5.638440811144111
40,5.661706356718245
41,6.094271287138438
42,6.385720326001461
43,6.65907889600473
44,6.9543875168330045
45,7.223020587791262
46,7.438133487942702
47,8.266060976936451
48,7.902852535780635
49,7.7943438970885754
50,7.461536330781762
51,7.967217698883733
52,8.084684992573496
53,8.699563741449397
54,9.005179286062605
55,8.304890184599953
56,8.161202083911977
57,8.416457544035588
58,7.398545927677026
59,7.547732982628468
60,7.275014591440153
61,6.9335508724680075
62,6.663322987143185
63,6.93939012930632
64,6.632378450940401
65,6.2578809628229335
66,6.106489431001103
67,5.83254509576877
68,4.84785484596892
69,4.706291702401619
70,4.54695657998818
71,3.5000674185555454
72,2.8174704224766263
73,2.210805942200441
74,1.5684885704089868
75,1.2728420643473837
76,0.7926660708664868
77,0.3884984767321785
78,0.35916296364713296
79,0.2639821956759459
80,0.09524329141583172
81,0.028600671930078567
82,-0.015792351457227762
83,0.028853874791099438
84,0.0584455702182469
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,-0.011787547552211005
123,0.014018516289205423
124,0.1598559442197667
125,0.3079795709504499
126,0.6106941601579776
127,1.0616598696287118
128,1.3167710097246963
129,1.8529518571405468
130,2.523351162694172
131,3.2017378295135224
132,3.3443518294880312
133,4.5524623052416455
134,4.647897557630002
135,5.59327222826918
136,6.293097223719973
137,5.876327792202231
138,6.122664952792103
139,5.88962093986832
140,6.6921374887003395
141,7.018636634736744
142,7.101908680750023
143,7.430329717790147
144,7.379519476416405
145,8.080642020612611
146,7.893180201333494
147,7.843328416942549
148,7.478404705737443
149,7.962595270169596
150,8.751224829986514
151,8.65492178731169
152,8.18655841767288
153,7.41659701877807
154,7.501720255447589
155,7.86912263904047
156,8.362188709088826
157,7.9800300119358205
158,7.617769038650786
159,7.3007790933279635
160,6.3630920790795935
161,6.285468072758835
162,5.498744455080102
163,5.560614836564731
164,4.348437519017568
165,4.234125040334408
166,3.931615672580623
167,3.0556065997792112
168,2.3438873741610915
